Container_ID,Tenant_ID,Requested_CPU,Requested_Memory_MB,Requested_Storage_GB,Requested_Bandwidth_Mbps,Execution_Start_Time_ms,Execution_Finish_Time_ms,Makespan_ms,Server_ID,Available_CPU,Available_Memory_GB,Available_Storage_TB,Available_Bandwidth_Mbps,Power_Consumption_Watts,Inter_Container_Communication_Latency_ms,Routing_Path_Efficiency,Bandwidth_Allocation_Mbps,Active_Switches,Energy_Efficiency_Score,Execution_Cost_$,Resource_Utilization_Efficiency,SLA_Violation_Rate,Power_Consumption_Switches_Watts,Total_Data_Transferred_MB,Optimal
621,16,3,6781,77,369,4327,11924,4089,48,52,57,6,8165,270.138433091277,1.6847336443186334,0.474372639974619,23,2,0.45393296174299036,46.490594986185904,73.16148187045144,9.666364431045068,101.99120700448034,5524,0
622,15,4,4106,485,77,6630,37478,1523,49,20,365,7,3980,252.61933707348717,7.894525790828213,0.35114369055681205,949,6,0.40793537105429634,51.66084596182843,66.19695600803578,11.478906444013388,98.9355080061687,8482,0
623,15,13,945,273,872,3259,16506,1179,3,46,431,1,6032,139.72136855478215,9.843233098883827,0.3610996406264668,625,9,0.49724548018956327,33.34309516203437,80.43652412924243,9.835879601253136,132.54311644158727,1728,0
624,5,12,13820,11,421,2257,46163,1122,10,34,303,1,8428,188.44478931035144,0.29702468902677054,0.8522142067229794,638,5,0.04043883121266134,27.739327223690285,93.81116465658204,14.665565917353032,115.57060386894426,8007,0
625,14,7,10398,370,980,1464,35604,2269,5,37,441,5,6433,69.05052163323651,7.0203713990167405,0.5537739542944381,479,4,0.8927933564206599,65.62927621275536,94.18887291042932,11.333121552041248,130.47673094668244,3472,0
626,2,13,5431,134,500,4294,26310,2757,46,9,431,6,5859,335.0908821272766,2.603826875007243,0.7178678511312636,475,2,0.9983031557339583,12.072082087966267,55.42491725352192,5.431978471607954,176.0598908521999,8308,0
627,11,11,14030,119,842,7774,19226,4444,26,25,41,9,6585,161.8410847671918,0.5008294608502141,0.8970385162506845,313,3,0.18148712485869867,87.93933685417264,71.41751419065753,2.910790626452926,151.79817220264576,9889,0
628,19,1,8904,95,58,8431,22781,4122,21,17,386,1,5167,186.86986451845928,4.088606831670645,0.901741676040642,614,6,0.12038296477461974,77.94239336283428,73.23609780993748,12.122487777659554,104.40670442049115,9358,0
629,7,6,5334,434,696,2230,16515,2094,45,6,400,4,761,396.86653474894456,9.358656320691663,0.32850905433786315,436,8,0.14357746344859523,19.1557515442097,98.88076837618766,9.783599230940725,97.75424721003222,3239,0
630,6,15,10578,129,573,4805,47133,1479,26,15,71,8,8073,197.24953242265426,0.2164744342332771,0.9524512631463853,665,8,0.6610270582343671,69.43259258787408,83.89990076212922,1.9195139339222589,131.52433221749203,2359,1
631,2,15,12424,136,111,7419,27972,4631,38,39,268,9,6486,158.98815140591398,5.920068350104838,0.024875882014605444,119,5,0.6614408384507747,60.303028836434926,70.36232086310352,7.912349315865368,96.58419403985653,2350,0
632,6,3,13666,264,225,6750,43092,4090,44,15,137,3,7987,126.07598711016759,5.06382513809371,0.37683556101616567,684,5,0.8479241622784109,18.53505156859075,51.30289429927965,10.295528440009072,96.97807674047156,6221,0
633,18,11,12692,192,447,4856,22410,2797,26,48,121,2,514,398.68628098188015,8.74650322727337,0.8957988575088416,574,3,0.7518263884262533,27.39303025441823,78.2692580049598,16.5378646765118,13.098121339435915,8281,0
634,2,10,5704,25,709,4135,30522,3131,8,5,145,4,6950,108.3678160955121,0.931616973754194,0.2746368798169829,939,7,0.44968967336933974,40.957751723010055,54.803798781917806,1.522021116667247,43.072186107388596,383,0
635,18,7,1435,486,578,7953,20095,4226,5,5,352,2,8634,254.18919211265907,6.847107695877838,0.27308145032131836,524,6,0.6128553615653188,69.95434925102283,91.72249786738816,6.9699069649200585,102.81759159919308,5825,0
636,15,10,12733,71,568,7034,34047,3612,15,18,173,1,2829,278.1185522347375,6.833086014489445,0.3026222850818887,77,1,0.6882846703680079,63.9084685408189,87.6259330285181,16.45312245420771,166.30415721957013,8018,0
637,19,2,12013,378,168,5589,31470,3666,16,26,391,3,3997,359.32546070857154,6.723892166936604,0.6123133848469222,255,4,0.5127364702852252,53.270261282902126,73.02545799540894,12.968478635431575,62.95813127815359,5337,0
638,2,14,9330,441,498,2546,19531,3404,1,32,246,7,2269,334.97756704984795,9.429111499856866,0.4383327756143538,398,6,0.47565098445163667,76.86421325709202,71.46053897708498,5.799166436075735,109.30225229491832,8894,0
639,6,2,6662,167,695,7065,48038,1815,16,20,470,1,1978,414.8243028253287,8.248566537168116,0.7267348363533426,659,6,0.6450974456426533,75.81798018665597,94.86694827843843,16.906702440452847,75.54279610425411,9655,0
640,1,13,15695,277,251,2094,33403,3694,37,35,323,2,6554,70.13814526680717,0.5155299898107095,0.8949106425646658,317,3,0.5574745489756537,61.82412949081937,64.42291752090642,9.865871611253848,29.912758012521916,4175,0
641,15,4,8847,44,803,3411,40122,1442,3,10,106,1,4670,183.39832615072874,4.763720221974681,0.6741993749428606,934,6,0.6439423053359103,78.72030933014403,62.45099810533854,9.96703782620921,192.07671178354713,6262,0
642,10,1,7163,276,762,3617,27940,4140,47,33,408,8,1615,176.0603534489209,4.039735256393201,0.2044667201975755,361,6,0.6128547739633639,33.492911140443,96.9598716412881,19.531746784007687,172.38803534755732,7736,0
643,19,3,9056,73,891,9954,40831,3570,31,31,37,5,674,115.7076075164487,3.1704574887989407,0.9326819023605022,808,9,0.7191965605136547,88.1368278794283,90.46229183767413,18.942330064727567,24.913560648712217,5837,0
644,17,13,15875,59,14,5145,22279,1142,13,17,305,8,2967,180.13021423539942,4.568233579025563,0.2644928733474785,75,9,0.6428035087828761,61.52951757161389,91.03127965335973,7.170653667396878,146.75957986897407,9092,0
645,5,9,14339,478,605,3775,49220,1191,16,47,125,3,3644,189.39439136430653,3.903522430767177,0.14989429532815812,469,2,0.5197424864372673,82.25411502986181,59.759690713796275,2.811582573261646,76.04018182792504,9051,0
646,4,7,1894,264,829,7628,17477,2410,43,33,64,7,4577,284.84800786736525,4.380105608798787,0.0899672788609609,356,4,0.6817968112843865,54.673282568549375,57.16479957154672,6.513334645561882,199.0214633417406,8102,0
647,10,15,5927,158,370,4155,28400,1377,21,20,144,8,171,348.66701551681524,9.794692469525561,0.5633837406661656,334,9,0.44948196518542805,21.92198067436917,51.30147749085675,0.6096652062277608,67.45571876750577,7172,0
648,17,7,7184,334,468,4970,17470,3628,2,35,88,6,3080,221.49523112531634,0.9774664500208495,0.1137624624806518,942,4,0.24167122597260104,54.286771854963035,61.852075445934005,0.41535773420782407,55.360304618893984,1593,0
649,10,13,10596,313,257,8972,13062,1534,27,49,355,7,9409,373.7616040910215,9.230085611403425,0.13877588411263075,676,8,0.0014182201339154599,37.17405521128116,88.70952458571624,7.910442725028384,117.89920417802699,9106,0
650,17,13,1638,285,575,9775,30880,2716,38,9,68,2,5592,201.274402360811,4.854343463363164,0.30003048059549664,608,3,0.5599641471458432,69.78015370010574,62.00192093820749,18.82039645394468,168.67397103520878,472,0
651,5,11,1659,366,682,6415,45581,4364,26,54,482,8,9651,180.62765479164216,6.275048230445457,0.28165300968446383,42,3,0.590655226608641,47.63179979430011,86.4551641797438,17.427146824644154,46.57858564576162,5687,0
652,2,4,9267,460,955,5331,25308,2032,38,27,371,5,4859,293.5346251356609,8.318811369515169,0.6042395103321423,77,9,0.9720489647757143,83.627669212276,62.595413268371075,10.22885667835246,144.78652624667293,7171,0
653,6,2,3548,181,431,2942,37027,4342,46,9,395,7,9807,60.672362137605774,3.66858398857763,0.8167452794726815,196,8,0.36147833409427554,67.83944398095947,69.76462489753358,11.304527623416615,21.66725079681312,2991,0
654,2,15,9267,426,932,7026,41720,2410,25,30,183,1,8184,85.90510563530017,4.361176890070872,0.7613496562028924,201,1,0.39413324282831175,68.48598885982926,99.15811449557043,0.11866993492112954,184.59760119099448,6686,1
655,13,14,675,210,747,9301,46081,3140,11,21,60,5,139,238.08629461393718,4.154232954759268,0.26248445471647674,222,2,0.20179958134219023,21.793817815757393,62.24058656420678,4.3100231166753105,25.40423406798677,7723,0
656,11,4,12667,454,24,1191,20706,2989,8,27,467,1,9674,474.3107201262904,3.809837123104023,0.24531049798597993,609,3,0.07053429523732191,98.4265516724799,68.81853136491338,0.4954825386876749,183.70396150539088,3419,0
657,11,6,4773,402,745,1861,20837,3576,8,40,408,8,5473,374.68030092954064,9.26274028430426,0.9657915301069676,437,2,0.7728044928617406,84.18335340622173,65.05435902326069,15.090790653907751,103.25337739601353,4067,0
658,16,11,3558,333,582,7711,49599,2177,33,59,120,4,7665,89.65695627525099,8.30640592281082,0.008236241591960125,360,3,0.24968106433932502,78.92158796761339,55.48124931650011,2.912915920529955,95.13731143122477,922,0
659,11,11,8113,44,131,1649,47824,1404,7,27,165,4,2000,430.8431057513932,1.1790998996434634,0.8797205330602158,117,8,0.6089048610300379,33.08850099348675,74.49470710654126,17.380942049536337,194.92834510507154,321,0
660,19,3,15678,474,286,5134,44073,3887,38,41,161,2,2317,379.53534677368145,1.1704211895232508,0.19972851912240497,249,6,0.6877730355454815,53.60960211943847,68.93453316665011,12.866486273515765,198.17299376266163,6980,0
661,15,1,9956,491,567,8587,43088,2172,21,37,219,5,4896,324.9259365661939,4.3359081970446125,0.9472843230897678,225,7,0.4712366872916477,13.796608488625433,84.74435429036402,4.588373530314267,133.53384393259228,9679,0
662,16,14,16243,225,462,9828,39112,1888,8,43,377,1,4706,419.1318322741298,1.0767080296548097,0.3423072848275197,186,6,0.8763521130271916,53.893750068604334,90.8797273475773,3.154406341664995,34.152665452839216,3988,0
663,11,12,8126,489,399,2036,37299,4338,21,50,314,9,1383,231.8494314843307,6.229021643184084,0.4403517738932523,574,1,0.44379484097972877,14.674335723680398,77.21248572478193,12.552494018461061,106.17231627448848,5400,0
664,16,8,5949,74,303,5131,45457,1421,20,18,182,5,8875,149.67547288423373,1.5225469118911659,0.707120613944381,339,3,0.2849086230417651,55.34848061456117,51.609821104366844,18.01673960564647,110.54098918157587,3370,0
665,8,12,1023,17,583,3148,41063,4911,8,14,216,6,8750,280.41052509894166,5.2714953132713305,0.5876690514732603,570,1,0.8960155229616223,64.90731582747507,80.94611781173609,14.367204378287632,107.74482134570884,4793,0
666,4,13,2300,310,607,6457,14917,2641,46,25,149,2,915,296.9787900170632,0.17147747533680574,0.3179393297068228,890,9,0.8615642842499565,39.08057712826525,52.76953650104696,6.970933032067553,118.20344931880184,7666,0
667,8,5,15074,352,455,7079,13936,1471,31,57,226,1,2611,292.24686740446043,3.2343038492852028,0.5538309158678235,635,9,0.164039947076413,49.9046333452962,80.81781617995125,11.747671905372943,13.557695620934227,4093,0
668,4,15,15110,440,219,3430,47630,3940,29,27,63,4,346,304.28320616604736,6.804188164359289,0.7307068843628862,459,5,0.02596101835392095,87.57777342869113,84.25149746345943,6.215233907448427,145.13318347939546,2698,0
669,3,5,14746,433,599,2879,25506,1546,48,4,141,7,4925,476.91721320763133,4.891985508255699,0.042334945902492094,616,4,0.08998555634962069,10.945458155810655,59.88838138087592,19.98299133557318,145.35491737106773,1766,0
670,3,11,10587,341,723,8542,39805,1630,9,21,254,6,6616,456.0105303933041,9.784867911389982,0.011199305255704117,456,9,0.28654739855381706,79.19411601066533,90.96730743608856,14.976783769237024,31.939257283798707,4857,0
671,18,4,11477,447,311,3011,25318,4597,15,47,22,1,516,444.0726664515227,8.753627581055486,0.4580669390728913,546,9,0.9722598017417107,17.158379644520025,95.55425657870242,12.287632795135073,118.34549406470214,1654,0
672,19,6,1805,85,918,4373,37026,4574,30,15,479,1,6802,410.6375649088822,3.654800712527197,0.1318366178035142,653,3,0.558516153160825,3.7671274821823766,90.65434820569098,8.465182855316584,117.98862466279718,6215,0
673,19,3,15046,183,232,8357,38672,2037,26,60,468,8,3817,474.5426482693784,0.5503167605755186,0.6643442914647144,188,5,0.3732617320292688,18.638902814230274,65.25545951060411,12.363045805191145,139.66557983617602,5537,0
674,5,9,10212,56,743,2289,49417,3825,10,46,287,4,207,94.32258875573146,8.471700371138686,0.21405245622743418,404,3,0.8887160946127464,76.52781467805193,79.33215062228172,6.832321249346696,26.225561505665407,6341,0
675,18,5,6396,24,12,2447,38281,4723,29,31,400,5,9130,169.30546765058278,9.121219672115247,0.43285110679567096,154,2,0.45313633147849963,40.57209472635232,95.7407574595614,0.5772967891606151,129.0356283805583,9372,1
676,10,3,11093,370,999,4199,39091,2829,16,43,386,7,4613,272.77517554456324,8.224211194848465,0.19767093687426895,885,1,0.3152386284010211,87.26479963293357,66.0332363111425,7.901770447132657,63.34287064180482,187,0
677,6,11,3972,156,527,7381,49328,1363,36,63,52,8,1521,430.94052190553236,1.3667044151056722,0.5484835857491245,971,2,0.9412195287456574,52.518283364108356,91.00139111327125,18.60961639159734,106.33056819427267,7215,0
678,1,1,13053,35,102,8522,29610,3166,20,10,502,7,7383,277.3245701852296,9.979359830681648,0.1160534593845689,207,8,0.849517666192678,2.322810157440463,50.47375656308483,12.526021895477317,156.9314750137746,2803,0
679,5,10,13750,317,529,7059,12079,4309,45,26,226,2,355,386.61563270371494,2.659983793372461,0.02310685278748026,978,8,0.843668375419441,71.69968959923249,50.182335139233814,1.6791140614180322,144.07272790897252,2518,0
680,9,12,4737,102,437,4183,40850,1545,37,24,180,4,7348,112.53195736201229,7.269628636802864,0.051131638106697186,846,3,0.5122847430502131,11.112267581251148,87.98558301694837,17.699872267900517,32.59157335881874,4247,0
681,12,6,14141,415,502,6462,31590,4240,22,37,140,1,9129,163.58621583945208,9.089545275723644,0.9542584415153099,93,7,0.789438398815455,78.95902538284625,88.07237910635607,5.377496986830296,122.32510955205392,1847,0
682,14,15,8154,241,244,4216,41951,3569,7,14,352,9,3062,379.29924276695255,2.4333024318740235,0.14228621861093582,678,7,0.17935335926455187,16.89344472553749,89.44885939261468,4.875389861654549,194.13214087874033,8332,0
683,2,2,6804,30,629,4136,26327,1633,23,25,207,3,2382,124.13030399947583,9.091759691302954,0.7084782531368352,94,2,0.5732229575562436,34.610093941970796,96.50134189440811,5.941819375606416,39.786193093650425,138,0
684,17,13,2549,316,170,4318,23755,2936,41,45,233,3,8844,208.11017059471703,3.163867634029183,0.06792620422282625,466,9,0.9838459228475457,76.15101581957349,55.89531559101421,11.54404472251915,172.05234666782883,7143,0
685,14,3,5093,47,730,3782,18235,2680,40,38,229,9,8472,169.18981601610716,9.766490901602156,0.10816035223518217,485,3,0.29095843051796166,95.42771261189452,61.59924924918442,10.893761868679533,143.48413530521762,2251,0
686,13,1,8014,285,761,8657,28197,1962,29,55,77,3,1577,207.4377624001153,2.884474201766699,0.5088762514093347,262,2,0.7943523292476752,37.20625166960856,95.18624601869038,9.828275092457634,157.06062945285433,4037,0
687,9,9,11156,166,340,5920,32473,4005,16,32,343,8,8862,368.7458220850866,9.539014665102568,0.46487093015434366,896,3,0.49047840720806724,82.95708199787369,58.86180988861767,14.35073727025254,63.572082157102635,6986,0
688,15,8,7049,188,342,7324,13031,4806,38,45,460,2,5052,215.53123151426047,0.6300920438374815,0.9515803094398696,81,2,0.03980568322208733,19.16014732103629,84.1114633788292,6.33075462669918,64.69889658217006,308,0
689,15,12,7894,141,59,7327,25287,1882,28,31,396,3,5980,299.8684951735731,7.121792915531149,0.9448354530207373,232,8,0.7630193978156674,80.73725904322886,76.52315000204077,15.641290431448622,182.14369659753274,699,0
690,11,2,8249,320,532,9417,49679,4840,48,62,176,2,5692,94.96934467448435,5.367900224986337,0.7796086425424651,285,5,0.1685691443921128,65.78365651969948,54.15968384257536,3.5064335675719827,78.36808609758614,8896,0
691,16,15,6263,464,872,1776,43230,3827,38,21,81,1,7191,412.2579619555825,4.830983063515033,0.6021018301273497,804,3,0.6314735671327502,19.355076370515608,64.26318309707665,15.652415781540185,21.97292423163399,3809,0
692,17,12,5798,357,677,6208,30037,1870,31,17,301,2,691,216.4498815416562,2.312593711132816,0.454960317393011,785,5,0.0856641940469729,30.32014563910602,76.0186108220484,13.276202105005657,124.1133736800955,7826,0
693,4,11,9348,37,501,1687,38052,1515,14,21,254,8,6377,341.8403715650041,7.08539831878727,0.35617853432842106,255,8,0.9468673974959648,13.263911770843897,92.6175058341917,13.664166190951729,33.715357117950106,313,0
694,1,8,14656,269,591,1529,14340,3985,33,31,35,9,2360,376.4253207478247,1.9890139653184404,0.9470875469755554,350,7,0.2917238871803609,38.358404405324904,85.37692448073369,9.631067942545199,161.35328586750256,5823,0
695,8,12,11532,415,690,6067,12141,2420,9,27,203,2,447,144.34741495026518,5.573133780249205,0.6029088114246856,582,6,0.2264646916773949,20.444499248215415,81.09415807274665,13.340030653617294,131.9318240752009,6652,0
696,17,14,6612,85,281,9080,36425,1865,27,11,97,7,8457,448.1037432290075,2.6071290940984833,0.5790725276859945,933,1,0.1291364040663343,64.4353955676843,74.80164449707074,1.5959409311891481,176.19803599202956,9868,0
697,3,9,10457,438,589,6518,30281,3153,24,45,378,5,5132,327.3009132231288,9.560651659835425,0.23190112176891486,480,1,0.9460021933390478,99.45105991163382,64.93419919070672,17.031022340987345,159.1190774587007,6338,0
698,15,1,8689,76,876,3153,31425,2108,13,57,217,3,4543,242.92631378816665,0.383448818972963,0.04669781788511307,463,1,0.7119037424413052,1.2997153921179878,55.96224556596306,1.1109446697529202,31.301593184257268,8560,0
699,15,13,15084,351,261,7094,45806,1213,26,48,423,9,8874,132.0508326101988,2.077309973101242,0.9451885797595444,780,8,0.7416608887180887,54.13788934740114,70.45380172830477,2.9748301974299496,82.40342852254024,2508,0
700,14,5,7636,203,569,7974,43113,4192,29,56,147,6,6969,474.03542205554305,2.4988750032357325,0.3137352588446539,974,8,0.4994045613802446,57.409293095146076,51.42592469556463,11.535794169944726,157.16644748377158,8072,0
701,14,8,16308,481,705,5774,15270,4203,49,11,52,1,5796,389.7806918592313,4.199271475101383,0.4425890233244587,978,7,0.4747277852704834,91.42945808911311,60.55279446334253,14.78822910913383,89.2948799206019,4878,0
702,2,15,2641,171,841,8692,15683,3897,43,7,147,5,3138,143.611053229962,2.4040293945135303,0.11463994358570684,16,6,0.11002124299147664,50.64993294321707,71.62416879363299,1.5250312869250693,194.74944210819586,922,0
703,13,11,14564,356,708,4103,40809,3244,28,30,92,7,2945,201.96984862590102,4.964355993660974,0.836924329909292,197,4,0.5598410955839918,54.41577182252726,70.93025928359575,18.415296282446395,149.79068547975535,6200,0
